ISIN,COMPANY_NAME,EXCHANGE_LISTING,NSE_SYMBOL,BSE_SCRIP_CD,BSE_SCRIP_ID
INE0MID01012,SVS Ventures Ltd,bse,,543745,SVS
INE948K01011,SW Investments Ltd,bse,,503659,SW1
INE716M01034,Swadeshi Industries & Leasing Ltd,bse,,506863,SWADEIN
INE243N01029,Swadeshi Polytex Ltd,bse,,503816,SWADPOL
INE0P4R01017,Swadha Nature Ltd,bse,,531039,SWADHATURE
INE150R01019,Swagtam Trading & Services Ltd,bse,,539406,SWAGTAM
INE665A01038,SWAN CORP LIMITED,both nse/bse,SWANCORP,503310,SWANCORP
INE542F01020,Swan Defence and Heavy Industries Limited,both nse/bse,SWANDEF,533107,SWANDEF
INE277A01016,Swaraj Engines Limited,both nse/bse,SWARAJENG,500407,SWARAJENG
INE595G01018,Swarna Securities Ltd,bse,,531003,SWRNASE
INE967A01012,Swarnsarita Jewels India Ltd,bse,,526365,SWARNSAR
INE0RDR01012,Swashthik Plascon Ltd,bse,,544035,SPL
INE0TIR01017,Swasth Foodtech India Ltd,bse,,544368,SWASTH
INE895A01023,Swasti Vinayaka Art And Heritage Corporation Ltd,bse,,512257,SVARTCORP
INE804A01025,Swasti Vinayaka Synthetics Ltd,bse,,510245,SWASTIVI
INE0PTF01017,Swastika Castal Ltd,bse,,544452,SWASTIKAAL
INE691C01022,Swastika Investmart Ltd,bse,,530585,SWASTIKA
INE210F01016,Swati Projects Ltd,bse,,543914,SWATIPRO
INE409B01013,Swelect Energy Systems Limited,both nse/bse,SWELECTES,532051,SWELECTES
INE00H001014,Swiggy Limited,both nse/bse,SWIGGY,544285,SWIGGY
INE010C01025,Swiss Military Consumer Goods Ltd,bse,,523558,SWISSMLTRY
INE311D01017,Switching Technologies Gunther Ltd,bse,,517201,SWITCHTE
INE295B01016,Swojas Foods Ltd,bse,,530217,SWOJAS
INE706F01021,Sylph Industries Ltd,bse,,511447,SYLPH
INE653R01012,Symbiox Investment & Trading Company Ltd,bse,,539278,SYMBIOX
INE225D01027,Symphony Limited,both nse/bse,SYMPHONY,517385,SYMPHONY
INE312C01025,Syncom Formulations (India) Limited,both nse/bse,SYNCOMF,524470,SYNCOMF
INE00QT01015,Synergy Green Industries Limited,both nse/bse,SGIL,541929,SGIL
INE398R01022,Syngene International Limited,both nse/bse,SYNGENE,539268,SYNGENE
INE0DYJ01015,Syrma SGS Technology Limited,both nse/bse,SYRMA,543573,SYRMA
INE121D01036,Syschem India Ltd,bse,,531173,SYSCHEM
INE1KLZ01011,Systematic Industries Ltd,bse,,544541,SYSTEMATIC
INE356B01024,Systematix Corporate Services Limited,both nse/bse,SYSTMTXC,526506,SYSTMTXC
INE07P301011,Systematix Securities Ltd,bse,,531432,SYTIXSE
INE811B01010,T & I Global Ltd,bse,,522294,TIGLOB
INE541C01037,T Spiritual World Ltd,bse,,532444,TSPIRITUAL
INE592B01024,T T Limited,both nse/bse,TTL,514142,TTL
INE524T01011,Taal Tech Limited,both nse/bse,TAALTECH,539956,TAALTECH
INE385D01029,Tahmar Enterprises Ltd,bse,,516032,TAHMARENT
INE358D01018,TAI Industries Ltd-$,bse,,519483,TAIIND
INE123C01018,Tainwala Chemical and Plastic (I) Limited,both nse/bse,TAINWALCHM,507785,TAINWALCHM
INE586B01026,Taj GVK Hotels & Resorts Limited,both nse/bse,TAJGVK,532390,TAJGVK
INE142I01023,Take Solutions Limited,both nse/bse,TAKE,532890,TAKE
INE14OX01013,Takyon Networks Ltd,bse,,544471,TAKYON
INE187D01029,Talbros Automotive Components Limited,both nse/bse,TALBROAUTO,505160,TALBROAUTO
INE717E01013,Talbros Engineering Ltd,bse,,538987,TALBROSENG
INE864J01012,Tamboli Industries Limited,both nse/bse,TAMBOLIIN,533170,TAMBOLIIN
INE107A01015,Tamil Nadu Newsprint & Papers Limited,both nse/bse,TNPL,531426,TNPL
INE668A01016,Tamilnad Mercantile Bank Limited,both nse/bse,TMB,543596,TMB
INE148A01019,Tamilnadu PetroProducts Limited,both nse/bse,TNPETRO,500777,TNPETRO
INE141D01018,Tamilnadu Telecommunication Limited,both nse/bse,TNTELE,523419,TNTELE
INE896J01014,Tandhan Industries Ltd,bse,,512062,TANDHANIN
INE692C01020,Taneja Aerospace & Aviation Ltd-$,bse,,522229,TANAA
INE639B01023,TANFAC Industries Ltd-$,bse,,506854,TANFACIND
INE483C01032,Tanla Platforms Limited,both nse/bse,TANLA,532790,TANLA
INE978V01015,Tanvi Foods (India) Ltd,bse,,540332,TANVI
INE614R01014,Taparia Tools Ltd,bse,,505685,TAPARIA
INE555Z01020,Tara Chand InfraLogistic Solutions Limited,nse,TARACHAND,,
INE906C01016,Tarai Foods Ltd,bse,,519285,TARAI
INE747K01017,Tarapur Transformers Limited,both nse/bse,TARAPUR,533203,TARAPUR
INE0EK901012,TARC Limited,both nse/bse,TARC,543249,TARC
INE849M01017,Tarini International Ltd,bse,,538496,TARINI
INE924H01018,Tarmat Limited,both nse/bse,TARMAT,532869,TARMAT
INE144Z01023,Tarsons Products Limited,both nse/bse,TARSONS,543399,TARSONS
INE552H01017,Tashi India Ltd,bse,,512271,TASHIND
INE488B01017,Tasty Bite Eatables Limited,both nse/bse,TASTYBITE,519091,TASTYBITE
INE773Y01014,Tasty Dairy Specialities Ltd,bse,,540955,TDSL
INE976I01016,Tata Capital Limited,both nse/bse,TATACAP,544574,TATACAP
INE092A01019,Tata Chemicals Limited,both nse/bse,TATACHEM,500770,TATACHEM
INE151A01013,Tata Communications Limited,both nse/bse,TATACOMM,500483,TATACOMM
INE467B01029,Tata Consultancy Services Limited,both nse/bse,TCS,532540,TCS
INE192A01025,TATA CONSUMER PRODUCTS LIMITED,both nse/bse,TATACONSUM,500800,TATACONSUM
INE670A01012,Tata Elxsi Limited,both nse/bse,TATAELXSI,500408,TATAELXSI
INE672A01026,Tata Investment Corporation Limited,both nse/bse,TATAINVEST,501301,TATAINVEST
INE1TAE01010,Tata Motors Limited,both nse/bse,TMCV,544569,TMCV
INE155A01022,Tata Motors Passenger Vehicles Limited,both nse/bse,TMPV,500570,TMPV
INF277K015R5,Tata Nifty 50 Exchange Traded Fund,bse,,590160,NETF
INE245A01021,Tata Power Company Limited,both nse/bse,TATAPOWER,500400,TATAPOWER
INE081A01020,Tata Steel Limited,both nse/bse,TATASTEEL,500470,TATASTEEL
INE142M01025,Tata Technologies Limited,both nse/bse,TATATECH,544028,TATATECH
INE517B01013,Tata Teleservices (Maharashtra) Limited,both nse/bse,TTML,532371,TTML
INE083G01031,Tatia Global Vennture Ltd,bse,,521228,TATIAGLOB
INE0GK401011,Tatva Chintan Pharma Chem Limited,both nse/bse,TATVA,543321,TATVA
INE459Z01017,Taylormade Renewables Ltd,bse,,541228,TRL
INE673O01025,TBO Tek Limited,both nse/bse,TBOTEK,544174,TBOTEK
INE887D01016,TCC Concept Limited,both nse/bse,TCC,512038,TCC
INE389D01013,TCFC Finance Ltd,bse,,532284,TCFCFINQ
INE586V01016,TCI Express Limited,both nse/bse,TCIEXP,540212,TCIEXP
INE911B01018,TCI Finance Limited,both nse/bse,TCIFINANCE,501242,TCIFINANCE
INE920B01019,TCI Industries Ltd,bse,,532262,TCIIND
INE034F01010,TCM Ltd,bse,,524156,TCMLMTD
INE822C01015,TCPL Packaging Limited,both nse/bse,TCPLPACK,523301,TCPLPACK
INE419M01027,TD Power Systems Limited,both nse/bse,TDPOWERSYS,533553,TDPOWERSYS
INE289C01025,Team India Guaranty Limited,both nse/bse,TEAMGTY,511559,TEAMGTY
INE601A01017,Team24 Consumer Products Ltd,bse,,500458,TEAM24
INE985S01024,Teamlease Services Limited,both nse/bse,TEAMLEASE,539658,TEAMLEASE
INE065J01024,Teamo Productions HQ Limited,both nse/bse,TPHQ,533048,TPHQ
INE669C01036,Tech Mahindra Limited,both nse/bse,TECHM,532755,TECHM
INE0P4P01011,Techknowgreen Solutions Ltd,bse,,543991,TECHKGREEN
INE0ZHT01012,Technichem Organics Ltd,bse,,544327,TECHNICHEM
INE285K01026,Techno Electric & Engineering Company Limited,both nse/bse,TECHNOE,542141,TECHNOE
INE545H01011,Technocraft Industries (India) Limited,both nse/bse,TIIL,532804,TIIL
INE881P01013,Technojet Consultants Ltd,bse,,509917,TECHCON
INE0MXP01015,Technopack Polymers Ltd,bse,,543656,TECHNOPACK
INE314H01012,TechNVision Ventures Limited,both nse/bse,TECHNVISN,501421,TECHNVISN
INE014B01011,TECIL Chemicals and Hydro Power Limited,both nse/bse,TECILCHEM,506680,TECILCHEM
INE757D01011,Teesta Agro Industries Ltd,bse,,524204,TEEAI
INE011K01018,Tega Industries Limited,both nse/bse,TEGA,543413,TEGA
INE010J01012,Tejas Networks Limited,both nse/bse,TEJASNET,540595,TEJASNET
INE173E01019,Tejassvi Aaharam Ltd,bse,,531628,TEJASSVI
INE030T01027,Tejnaksh Healthcare Ltd,bse,,539428,TEJNAKSH
INE381G01013,TeleCanor Global Ltd,bse,,530595,TELECANOR
INE0SRP01014,Telge Projects Ltd,bse,,544544,TELGE
INE778I01024,Telogica Ltd,bse,,532975,TELOGICA
INE869Y01028,Tembo Global Industries Limited,nse,TEMBO,,
INE19RI01016,Tenneco Clean Air India Limited,both nse/bse,TENNIND,544612,TENNIND
INE482B01010,Tera Software Limited,both nse/bse,TERASOFT,533982,TERASOFT
INE390D01011,Terai Tea Company Ltd,bse,,530533,TERAI
INE122V01010,Terraform Magnum Ltd,bse,,506162,TERRAFORM
INE123V01018,Terraform Realstate Ltd,bse,,512157,TERRAREAL
INE594V01028,Texel Industries Ltd,bse,,526638,TEXELIN
INE435C01024,Texmaco Infrastructure & Holdings Limited,both nse/bse,TEXINFRA,505400,TEXINFRA
INE621L01012,Texmaco Rail & Engineering Limited,both nse/bse,TEXRAIL,533326,TEXRAIL
INE141K01013,Texmo Pipes and Products Limited,both nse/bse,TEXMOPIPES,533164,TEXMOPIPES
INE797H01018,TGB Banquets And Hotels Limited,both nse/bse,TGBHOTELS,532845,TGBHOTELS
INE0SMU01015,TGIF Agribusiness Ltd,bse,,544175,TGIF
INE284B01028,TGV Sraac Ltd,bse,,507753,TGVSL
INE077P01034,Thacker & Company Limited,both nse/bse,THACKER,509945,THACKER
INE403F01017,Thakkers Developers Limited,both nse/bse,THAKDEV,526654,THAKDEV
INE04VT01017,Thakkers Group Ltd,bse,,507530,THAKKERS
INE190F01028,Thakral Services India Ltd,bse,,509015,THAKRAL
INE085J01014,Thangamayil Jewellery Limited,both nse/bse,THANGAMAYL,533158,THANGAMAYL
INE715B01021,The Andhra Sugars Limited,both nse/bse,ANDHRSUGAR,590062,ANDHRSUGAR
INE294Z01018,The Anup Engineering Limited,both nse/bse,ANUP,542460,ANUP
INE050A01025,The Bombay Burmah Trading Corporation Limited,both nse/bse,BBTC,501425,BBTC
INE319B01014,The Byke Hospitality Ltd,both nse/bse,BYKE,531373,BYKE
INE171A01029,The Federal Bank  Limited,both nse/bse,FEDERALBNK,500469,FEDERALBNK
INE017A01032,The Great Eastern Shipping Company Limited,both nse/bse,GESHIP,500620,GESHIP
INE646C01018,The Grob Tea Company Limited,nse,GROBTEA,,
INE127B01011,The Hi-Tech Gears Limited,both nse/bse,HITECHGEAR,522073,HITECHGEAR
INE383A01012,The India Cements Limited,both nse/bse,INDIACEM,530005,INDIACEM
INE053A01029,The Indian Hotels Company Limited,both nse/bse,INDHOTEL,500850,INDHOTEL
INE586E01020,The Indian Wood Products Company Limited,both nse/bse,IWP,540954,IWP
INE924D01017,The Investment Trust Of India Limited,both nse/bse,THEINVEST,530023,THEINVEST
INE168A01041,The Jammu & Kashmir Bank Limited,both nse/bse,J&KBANK,532209,J&KBANK
INE614B01018,The Karnataka Bank Limited,both nse/bse,KTKBANK,532652,KTKBANK
INE861B01023,The Motor & General Finance Limited,both nse/bse,MOTOGENFIN,501343,MOTOGENFIN
INE470Y01017,The New India Assurance Company Limited,both nse/bse,NIACL,540769,NIACL
INE725E01024,The Orissa Minerals Development Company Limited,both nse/bse,ORISSAMINE,590086,ORISSAMINE
INE431F01018,The Peria Karamalai Tea & Produce Company Limited,nse,PKTEA,,
INE211B01039,The Phoenix Mills Limited,both nse/bse,PHOENIXLTD,503100,PHOENIXLTD
INE398C01016,The Phosphate Company Ltd,bse,,542123,PHOSPHATE
INE331A01037,The Ramco Cements Limited,both nse/bse,RAMCOCEM,500260,RAMCOCEM
INE615A01025,The Ravalgaon Sugar Farm Ltd,bse,,507300,RAVALSUGAR
INE301D01026,The Ruby Mills Limited,both nse/bse,RUBYMILLS,503169,RUBYMILLS
INE583B01015,The Sandesh Limited,both nse/bse,SANDESH,526725,SANDESH
INE683A01023,The South Indian Bank Limited,both nse/bse,SOUTHBANK,532218,SOUTHBANK
INE655A01013,The State Trading Corporation of India Limited,both nse/bse,STCINDIA,512531,STCINDIA
INE071E01023,The Ugar Sugar Works Limited,both nse/bse,UGARSUGAR,530363,UGARSUGAR
INE458F01011,The United Nilgiri Tea Estates Company Limited,nse,UNITEDTEA,,
INE215F01023,The Western India Plywoods Limited,nse,WIPL,,
INE868X01014,The Yamuna Syndicate Ltd,bse,,540980,YSL
INE121N01019,Thejo Engineering Limited,nse,THEJO,,
INE083B01024,Themis Medicare Limited,both nse/bse,THEMISMED,530199,THEMISMED
INE152A01029,Thermax Limited,both nse/bse,THERMAX,500411,THERMAX
INE365S01045,Thinkink Picturez Ltd,bse,,539310,THINKINK
INE901C01017,Thirani Projects Ltd,bse,,538464,TPROJECT
INE338A01024,Thirumalai Chemicals Limited,both nse/bse,TIRUMALCHM,500412,TIRUMALCHM
INE332A01027,Thomas Cook  (India)  Limited,both nse/bse,THOMASCOOK,500413,THOMASCOOK
INE480M01011,Thomas Scott (India) Limited,both nse/bse,THOMASCOTT,533941,THOMASCOTT
INE0UK501010,Three M Paper Boards Ltd,bse,,544214,THREEMPAPE
INE628D01014,Thrive Future Habitats Ltd,bse,,523120,THRIVE
INE594H01019,Thyrocare Technologies Limited,both nse/bse,THYROCARE,539871,THYROCARE
INE05CY01014,Tierra Agrotech Ltd,bse,,543531,TIERRA
INE906O01029,Tiger Logistics (India) Limited,both nse/bse,TIGERLOGS,536264,TIGERLOGS
INE440L01017,Tijaria Polypipes Limited,both nse/bse,TIJARIA,533629,TIJARIA
INE806C01018,TIL Limited,both nse/bse,TIL,505196,TIL
INE026L01022,Tilak Ventures Ltd,bse,,503663,TILAK
INE133E01013,Tilaknagar Industries Limited,both nse/bse,TI,507205,TI
INE508G01029,Time Technoplast Limited,both nse/bse,TIMETECHNO,532856,TIMETECHNO
INE0B6101012,Times Green Energy (India) Ltd,bse,,543310,TIMESGREEN
INE064A01026,Timex Group India Limited,both nse/bse,TIMEX,500414,TIMEX
INE325A01013,Timken India Limited,both nse/bse,TIMKEN,522113,TIMKEN
INE015C01016,Tinna Rubber and Infrastructure Limited,both nse/bse,TINNARUBR,530475,TINNARUBR
INE1U6D01014,Tipco Engineering India Ltd,bse,,544740,TIPCO
INE0LQS01015,Tips Films Limited,both nse/bse,TIPSFILMS,543614,TIPSFILMS
INE716B01029,Tips Music Limited,both nse/bse,TIPSMUSIC,532375,TIPSMUSIC
INE008N01018,Tirth Plastic Ltd,bse,,526675,TIRTPLS
INE027S01017,Tirupati Finlease Ltd,bse,,539488,TFLL
INE115G01015,Tirupati Foam Ltd,bse,,540904,TIRUFOAM
INE319Y01024,Tirupati Forge Limited,nse,TIRUPATIFL,,
INE812Q01016,Tirupati Innovar Ltd,bse,,539040,TIRUPATIIN
INE297J01023,Tirupati Sarjan Ltd,bse,,531814,TIRSARJ
INE314D01011,Tirupati Starch & Chemicals Ltd,bse,,524582,TIRUSTA
INE120V01014,Titaanium Ten Enterprise Ltd,bse,,539985,TITAANIUM
INE615H01020,TITAGARH RAIL SYSTEMS LIMITED,both nse/bse,TITAGARH,532966,TITAGARH
INE150C01029,Titan Biotech Ltd,bse,,524717,TITANBIO
INE280A01028,Titan Company Limited,both nse/bse,TITAN,500114,TITAN
INE807M01031,Titan Intech Ltd,bse,,521005,TITANIN
INE090D01017,Titan Securities Ltd,bse,,530045,TITANSEC
INF277K30047,Titanium Hybrid Long-Short Fund Direct Plan Growth,bse,,544649,TSIFDG
INF277K30054,Titanium Hybrid Long-Short Fund Direct Plan IDCW Reinvestment,bse,,544650,TSIFDIR
INF277K30013,Titanium Hybrid Long-Short Fund Regular Plan Growth,bse,,544651,TSIFRG
INF277K30039,Titanium Hybrid Long-Short Fund Regular Plan IDCW Payout,bse,,544652,TSIFRIP
INF277K30021,Titanium Hybrid Long-Short Fund Regular Plan IDCW Reinvestment,bse,,544653,TSIFRIR
INE747V01014,Tivoli Construction Ltd,bse,,511096,TVOLCON
INE546D01018,Tokyo Finance Ltd,bse,,531644,TOKYOFIN
INE932C01012,Tokyo Plast International Limited,both nse/bse,TOKYOPLAST,500418,TOKYOPLAST
INE0RWQ01014,Tolins Tyres Limited,both nse/bse,TOLINS,544254,TOLINS
INE135H01029,Tomorrow Technologies Global Innovations Ltd,bse,,512018,TTGIL
INE685A01028,Torrent Pharmaceuticals Limited,both nse/bse,TORNTPHARM,500420,TORNTPHARM
INE813H01021,Torrent Power Limited,both nse/bse,TORNTPOWER,532779,TORNTPOWER
INE0XAY01012,Toss The Coin Ltd,bse,,544303,TTC
INE336X01012,Total Transport Systems Limited,nse,TOTAL,,
INE486Y01013,Touchwood Entertainment Limited,nse,TOUCHWOOD,,
INE305A01023,Tourism Finance Corporation of India Limited,both nse/bse,TFCILTD,526650,TFCILTD
INE457P01020,Toyam Sports Ltd,bse,,538607,TOYAMSL
INE578C01021,TPI India Ltd,bse,,500421,TPINDIA
INE413G01022,TPL Plastech Limited,both nse/bse,TPLPLASTEH,526582,TPLPLASTEH
INE0HMF01019,Tracxn Technologies Limited,both nse/bse,TRACXN,543638,TRACXN
INE961E01017,Trade Wings Ltd,bse,,509953,TRADWIN
INE819G01012,Tradewell Holdings Ltd,bse,,531203,TRADEWELL
INE360D01014,Trans Freight Containers Ltd,bse,,513063,TRANSFRE
INE502D01011,Trans India House Impex Ltd,bse,,523752,TIHIL
INE019B01010,Transchem Ltd-$,bse,,500422,TRANSCHEM
INE330E01023,Transcorp International Ltd,bse,,532410,TRANSCOR
INE763I01026,Transformers And Rectifiers (India) Limited,both nse/bse,TARIL,532928,TARIL
INE773D01018,Transgene Biotek Ltd,bse,,526139,TRABI
INE213P01027,Transglobe Foods Ltd,bse,,519367,TRANSFD
INE0O3901029,Transindia Real Estate Limited,both nse/bse,TREL,543955,TREL
INE074J01018,Transoceanic Properties Ltd,bse,,509003,TRANOCE
INE06YD01010,Transpact Enterprises Ltd,bse,,542765,TRANSPACT
INE687A01016,Transpek Industry Limited,both nse/bse,TRANSPEK,506687,TRANSPEK
INE688A01022,Transport Corporation of India Limited,both nse/bse,TCI,532349,TCI
INE454P01035,Transrail Lighting Limited,both nse/bse,TRANSRAILL,544317,TRANSRAILL
INE0MPU01011,Transvoy Logistics India Ltd,bse,,543754,TRANSVOY
INE804H01012,Transwarranty Finance Limited,both nse/bse,TFL,532812,TFL
INE757B01015,TRANSWORLD SHIPPING LINES LIMITED,both nse/bse,TRANSWORLD,520151,TRANSWORLD
INE0BIW01023,Tranway21 Technologies Ltd,bse,,542923,TRANWAY21
INE103V01028,Travel Food Services Limited,both nse/bse,TRAVELFOOD,544443,TRAVELFOOD
INE0SG001011,Travels & Rentals Ltd,bse,,544242,TRAVELS
INE040M01013,Tree House Education & Accessories Limited,both nse/bse,TREEHOUSE,533540,TREEHOUSE
INE00CA01015,TREJHARA SOLUTIONS LIMITED,both nse/bse,TREJHARA,542233,TREJHARA
INE849A01020,Trent Limited,both nse/bse,TRENT,500251,TRENT
INE088D01011,Trescon Ltd,bse,,532159,TRESCON
INE391D01019,TRF Limited,both nse/bse,TRF,505854,TRF
INE760L01018,Tribhovandas Bhimji Zaveri Limited,both nse/bse,TBZ,534369,TBZ
INE843F01014,Tricom Fruit Products Ltd,bse,,531716,TRICOMFRU
INE0MKA01014,Trident Lifeline Ltd,bse,,543616,TLL
INE064C01022,Trident Limited,both nse/bse,TRIDENT,521064,TRIDENT
INE071Y01013,Trident Texofab Ltd,bse,,540726,TTFL
INE948A01012,Trigyn Technologies Limited,both nse/bse,TRIGYN,517562,TRIGYN
INE778N01016,Triliance Polymers Ltd,bse,,509046,TRILIANCE
INE884X01011,Trinity League India Ltd,bse,,531846,TRINITYLEA
INE234G01022,Trio Mercantile & Trading Ltd,bse,,534755,TRIOMERC
INE331E01013,Triochem Products Ltd,bse,,512101,TRIPR
INE238C01022,Trishakti Industries Ltd,bse,,531279,TRISHAKT
INE440G01017,Triton Valves Ltd,bse,,505978,TRITONV
INE382B01012,Triumph International Finance India Ltd,bse,,532131,TRIUMPIN
INE256C01024,Triveni Engineering & Industries Limited,both nse/bse,TRIVENI,532356,TRIVENI
INE916P01025,Triveni Enterprises Ltd,bse,,538569,TRIVENIENT
INE094C01011,Triveni Glass Ltd-$,bse,,502281,TRIVENIGQ
INE152M01016,Triveni Turbine Limited,both nse/bse,TRITURBINE,533655,TRITURBINE
INE0MWH01014,TruAlt Bioenergy Limited,both nse/bse,TRUALT,544545,TRUALT
INE615R01029,TruCap Finance Limited,both nse/bse,TRU,540268,TRU
INE1LDV01015,True Colors Ltd,bse,,544531,TRUECOLORS
INE672K01025,True Green Bio Energy Ltd,bse,,533407,TRUEGREEN
INE398H01015,Trustedge Capital Ltd,bse,,532056,TRUSTEDGE
INE202Z01029,TSF INVESTMENTS LIMITED,nse,TSFINV,,
INE404F01031,TTI Enterprise Ltd,bse,,538597,TTIENT
INE910C01018,TTK Healthcare Limited,both nse/bse,TTKHLTCARE,507747,TTKHLTCARE
INE690A01028,TTK Prestige Limited,both nse/bse,TTKPRESTIG,517506,TTKPRESTIG
INE664X01025,TTL Enterprises Ltd,bse,,514236,TTLEL
INE974X01010,Tube Investments of India Limited,both nse/bse,TIINDIA,540762,TIINDIA
INE276N01011,Tulasee Bio Ethanol Ltd,bse,,524514,TULASEEBIOE
INE463D01016,Tulsyan NEC Ltd-$,bse,,513629,TULSYAN
INE560D01027,Tuni Textile Mills Ltd,bse,,531411,TUNITEX
INE0OC301013,Turtlemint Fintech Solutions Limited,both nse/bse,TURTLEMINT,544799,TURTLEMINT
INE319M01011,Tusaldah Ltd,bse,,531301,TUSALDAH
INE400A01014,Tuticorin Alkali Chemicals And Fertilizers Ltd,bse,,506808,TUTIALKA
INE038F01029,TV Today Network Limited,both nse/bse,TVTODAY,532515,TVTODAY
INE871L01013,TV Vision Limited,both nse/bse,TVVISION,540083,TVVISION
INE236G01019,TVS Electronics Limited,both nse/bse,TVSELECT,532513,TVSELECT
INE105A01035,TVS Holdings Limited,both nse/bse,TVSHLTD,520056,TVSHLTD
INE494B01023,TVS Motor Company Limited,both nse/bse,TVSMOTOR,532343,TVSMOTOR
INE421C01016,TVS Srichakra Limited,both nse/bse,TVSSRICHAK,509243,TVSSRICHAK
INE395N01027,TVS Supply Chain Solutions Limited,both nse/bse,TVSSCS,543965,TVSSCS
INE388G01026,Twamev Construction and Infrastructure Limited,both nse/bse,TICL,532738,TICL
INE436U01016,Twin Roses Trades & Agencies Ltd,bse,,512117,TWIROST
INE443B01012,Tyche Industries Ltd,bse,,532384,TYCHE
INE761R01013,Typhoon Financial Services Ltd,bse,,539468,TFSL
INE2L3M01012,Typhoon Holdings Ltd,bse,,512307,TYPHOON
INE945B01016,Tyroon Tea Company Ltd,bse,,526945,TYROON
INE556Z01010,U. H. Zaveri Ltd,bse,,541338,UHZAVERI
INE152C01025,U. Y. Fincorp Limited,both nse/bse,UYFINCORP,530579,UYFINCORP
INE139B01016,UCAL LIMITED,both nse/bse,UCAL,500464,UCAL
INE691A01018,UCO Bank,both nse/bse,UCOBANK,532505,UCOBANK
INE551B01012,Uday Jewellery Industries Ltd,bse,,539518,UDAYJEW
INE0N0Y01013,Udayshivakumar Infra Limited,both nse/bse,USK,543861,USK
INE516A01017,UFLEX Limited,both nse/bse,UFLEX,500148,UFLEX
INE832E01010,UFM Industries Ltd,bse,,531610,UFMINDL
INE527H01019,UFO Moviez India Limited,both nse/bse,UFO,539141,UFO
INE583D01011,Ugro Capital Limited,both nse/bse,UGROCAP,511742,UGROCAP
INE0YZ901011,UHM Vacation Ltd,bse,,544779,UHMVL
INE899L01030,Ujaas Energy Limited,both nse/bse,UEL,533644,UEL
INE551W01018,Ujjivan Small Finance Bank Limited,both nse/bse,UJJIVANSFB,542904,UJJIVANSFB
INE010R01023,Ultracab (India) Ltd,bse,,538706,ULTRACAB
INE405A01021,Ultramarine & Pigments Limited,both nse/bse,ULTRAMAR,506685,ULTRAMAR
INE481G01011,UltraTech Cement Limited,both nse/bse,ULTRACEMCO,532538,ULTRACEMCO
INE0GIU01018,Uma Exports Limited,both nse/bse,UMAEXPORTS,543513,UMAEXPORTS
INE398B01018,UMIYA BUILDCON LIMITED,both nse/bse,UMIYA-MRO,532376,UMIYA-MRO
INE1P1A01018,Umiya Mobile Ltd,bse,,544464,UML
INE173U01015,Umiya Tubes Ltd,bse,,539798,UMIYA
INE361D01012,Uni Abex Alloy Products Ltd,bse,,504605,UNIABEXAL
INE351A01035,Unichem Laboratories Limited,both nse/bse,UNICHEMLAB,506690,UNICHEMLAB
INE250G01010,Unick Fix-A-Form And Printers Ltd,bse,,541503,UNICK
INE00U401027,Unicommerce Esolutions Limited,both nse/bse,UNIECOM,544227,UNIECOM
INE1ABX01018,Unified Data Tech Solutions Ltd,bse,,544406,UNIFIED
INE926R01012,Unifinz Capital India Ltd,bse,,541358,UCIL
INE481Z01011,Uniinfo Telecom Services Limited,nse,UNIINFO,,
INE130N01010,Unijolly Investments Company Ltd,bse,,503671,UNIJOLL
INE0U3I01011,Unimech Aerospace and Manufacturing Limited,both nse/bse,UNIMECH,544322,UNIMECH
INE692A01016,Union Bank of India,both nse/bse,UNIONBANK,532477,UNIONBANK
INE244O01017,Uniparts India Limited,both nse/bse,UNIPARTS,543689,UNIPARTS
INE037A01022,Uniphos Enterprises Limited,both nse/bse,UNIENTER,500429,UNIENTER
INE333E01019,Unique Organics Ltd,bse,,530997,UNIQUEO
INE980D01019,Uniroyal Industries Ltd,bse,,521226,UNIROYAL
INE602H01010,Uniroyal Marine Exports Ltd,bse,,526113,UNRYLMA
INE1FHV01026,Unisem Agritech Ltd,bse,,544648,UNISEM
INE210P01015,Unishire Urban Infra Ltd,bse,,537582,UNISHIRE
INE099D01026,Unison Metals Ltd,bse,,538610,UNISON
INE929K01011,Unitech International Ltd,bse,,531867,UNITINT
INE694A01020,Unitech Limited,both nse/bse,UNITECH,507878,UNITECH
INE686F01025,United Breweries Limited,both nse/bse,UBL,532478,UBL
INE0S0I01011,United Cotfab Ltd,bse,,544195,COTFAB
INE858C01027,United Credit Ltd,bse,,531091,UNITDCR
INE961D01019,United Drilling Tools Limited,both nse/bse,UNIDT,522014,UNIDT
INE382M01027,United Foodbrands Limited,both nse/bse,UFBL,543283,UFBL
INE706D01018,United Interactive Ltd,bse,,502893,UNITEDINT
INE357P01014,United Leasing & Industries Ltd,bse,,507808,UNTTEMI
INE368U01029,United Polyfab Gujarat Limited,both nse/bse,UNITEDPOLY,544756,UNITEDPOLY
INE854D01024,United Spirits Limited,both nse/bse,UNITDSPR,532432,UNITDSPR
INE890G01047,United Van Der Horst Ltd,bse,,522091,UVDRHOR
INE562X01013,Univastu India Limited,nse,UNIVASTU,,
INE464B01018,Universal Arts Ltd,bse,,532378,UNIVARTS
INE203T01012,Universal Autofoundry Ltd,bse,,539314,UNIAUTO
INE279A01012,Universal Cables Limited,both nse/bse,UNIVCABLES,504212,UNIVCABLES
